file_name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,MOS,distortion annotation,quality report
images/11.jpg,25,50,25,25,50,50,75,50,50,25,25,50,25,50,50,25,25,39.71,"[{""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium overexposure in the center. There is medium noise and artifact in the entire image.
images/12.jpg,0,0,0,0,25,0,0,25,0,25,0,25,25,0,25,0,0,8.82,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image.
images/13.jpg,75,75,75,50,50,50,50,50,100,50,25,50,50,50,50,50,75,57.35,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image.
images/14.jpg,0,25,0,25,25,0,25,25,25,25,25,0,25,25,25,25,0,17.65,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""motion blur"", ""position"": ""center""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is poor in quality. There is medium out of focus in the entire image. There is strong motion blur in the center. There is medium noise and artifact in the entire image.
images/15.jpg,75,75,50,75,50,75,50,50,100,75,25,50,75,75,50,75,50,63.24,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""bottom left""}]",The image is good in quality. There is mild overexposure in the center. There is mild out of focus in the bottom left.
images/16.jpg,25,50,50,25,50,50,25,50,50,50,75,50,25,50,50,50,75,47.06,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""motion blur"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is fair in quality. There is mild overexposure in the center. There is mild motion blur in the entire image. There is mild out of focus in the center.
images/17.jpg,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1.47,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image.
images/18.jpg,50,25,25,25,0,0,25,25,25,25,25,25,25,25,25,25,25,23.53,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is poor in quality. There is strong out of focus in the entire image.
images/19.jpg,50,50,25,25,25,100,25,50,75,50,25,50,50,25,50,50,75,47.06,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium out of focus in the center. There is mild noise and artifact in the entire image.
images/20.jpg,25,75,25,50,50,100,50,75,75,50,50,50,50,50,50,50,75,55.88,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild noise and artifact in the entire image. There is mild overexposure in the entire image.
images/21.jpg,50,25,25,25,25,25,25,25,25,25,25,25,25,50,50,25,50,30.88,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""right""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""bottom left""}, {""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is poor in quality. There is medium out of focus in the right. There is medium out of focus in the bottom left. There is mild underexposure in the entire image.
images/22.jpg,0,25,25,0,25,25,25,50,25,25,25,50,25,25,50,25,0,25.0,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is poor in quality. There is medium out of focus in the entire image. There is medium underexposure in the entire image. There is strong out of focus in the center.
images/23.jpg,75,100,50,50,50,100,75,50,75,50,50,50,50,50,50,50,50,60.29,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is fair in quality. There is mild overexposure in the entire image. There is mild out of focus in the center.
images/24.jpg,0,25,0,0,0,25,25,25,0,25,0,25,25,0,0,25,0,11.76,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image. There is strong noise and artifact in the entire image.
images/25.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1.47,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image.
images/26.jpg,75,75,50,50,50,75,50,50,75,50,50,50,50,100,50,75,75,61.76,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is fair in quality. There is mild noise and artifact in the entire image. There is mild out of focus in the center.
images/27.jpg,0,25,25,25,25,0,25,50,25,25,25,50,0,75,0,0,50,25.0,"[{""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""motion blur"", ""position"": ""entire image""}]",The image is poor in quality. There is strong noise and artifact in the entire image. There is mild overexposure in the entire image. There is mild out of focus in the entire image. There is mild motion blur in the entire image.
images/28.jpg,50,75,50,50,50,75,50,50,75,50,75,50,50,75,50,75,75,60.29,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image.
images/29.jpg,100,75,75,50,50,75,50,75,75,75,25,50,50,100,75,75,75,67.65,[],The image is good in quality. 
images/30.jpg,25,50,25,25,50,50,50,50,50,25,25,50,25,50,50,50,50,41.18,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""center""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is fair in quality. There is mild noise and artifact in the center. There is medium out of focus in the entire image.
images/31.jpg,25,75,25,25,50,50,50,50,50,25,50,50,50,50,50,50,50,45.59,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}, {""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""center""}]",The image is fair in quality. There is mild out of focus in the center. There is medium underexposure in the center.
images/32.jpg,0,25,25,25,25,25,25,25,25,25,25,25,50,0,50,0,25,23.53,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""top""}]",The image is poor in quality. There is medium out of focus in the entire image. There is mild overexposure in the top.
images/33.jpg,100,50,75,50,75,100,75,75,100,0,75,50,50,100,50,75,75,69.12,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is good in quality. There is mild noise and artifact in the entire image.
images/34.jpg,75,75,25,50,50,75,50,75,75,50,50,25,50,75,75,75,100,61.76,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""motion blur"", ""position"": ""right""}]",The image is fair in quality. There is mild overexposure in the entire image. There is mild motion blur in the right.
images/35.jpg,25,25,25,25,25,0,25,25,25,25,25,25,25,50,25,25,25,25.0,"[{""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is poor in quality. There is medium overexposure in the entire image. There is strong noise and artifact in the entire image. There is mild out of focus in the entire image.
images/36.jpg,75,50,0,50,25,25,25,50,50,50,50,50,50,75,50,50,50,45.59,"[{""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is medium overexposure in the center. There is medium noise and artifact in the entire image. There is mild underexposure in the entire image.
images/37.jpg,25,75,25,50,50,25,50,50,75,50,25,25,50,75,25,50,50,45.59,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image. There is medium overexposure in the entire image.
images/38.jpg,50,50,75,50,25,75,50,50,75,50,50,50,75,75,25,50,75,55.88,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild underexposure in the entire image.
images/39.jpg,75,50,50,50,50,100,50,75,100,50,75,75,75,75,50,75,50,66.18,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is good in quality. There is mild underexposure in the entire image.
images/40.jpg,0,0,0,0,25,0,25,25,0,0,25,0,25,0,25,25,0,10.29,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image. There is strong noise and artifact in the entire image.
images/41.jpg,25,25,25,25,25,0,25,50,25,50,25,25,50,25,50,25,25,29.41,"[{""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is poor in quality. There is medium noise and artifact in the entire image. There is medium overexposure in the entire image. There is medium out of focus in the entire image.
images/42.jpg,25,25,0,25,25,0,25,25,25,25,25,0,0,25,25,0,50,19.12,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is poor in quality. There is strong out of focus in the entire image. There is medium underexposure in the entire image.
images/43.jpg,25,75,50,50,50,75,50,50,75,50,75,25,50,75,50,50,100,57.35,"[{""magnitude"": ""medium"", ""factor"": ""motion blur"", ""position"": ""bottom right""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium motion blur in the bottom right. There is mild noise and artifact in the entire image.
images/44.jpg,50,75,50,50,50,100,50,50,100,50,50,50,75,100,50,75,50,63.24,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is good in quality. There is mild noise and artifact in the entire image.
images/45.jpg,75,75,50,50,50,75,50,50,50,50,100,50,50,75,75,75,75,63.24,[],The image is good in quality. 
images/46.jpg,50,75,50,50,50,75,50,50,50,50,100,50,75,25,50,50,50,55.88,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is fair in quality. There is mild underexposure in the entire image. There is mild out of focus in the entire image.
images/47.jpg,75,75,25,50,25,50,25,25,50,50,75,50,50,50,25,75,50,48.53,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""right""}]",The image is fair in quality. There is mild out of focus in the right.
images/48.jpg,50,25,25,25,50,0,50,50,50,50,50,50,25,75,50,75,75,45.59,"[{""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium overexposure in the center. There is mild noise and artifact in the entire image.
images/49.jpg,75,75,50,50,75,100,75,50,75,50,75,50,50,75,50,75,50,64.71,[],The image is good in quality. 
images/50.jpg,25,75,25,25,50,50,25,50,50,75,50,50,25,75,25,50,50,45.59,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image.
images/51.jpg,25,25,50,25,50,50,25,50,50,25,50,25,50,50,25,50,75,41.18,"[{""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium overexposure in the entire image. There is medium noise and artifact in the entire image.
images/52.jpg,25,75,75,25,25,50,50,50,50,50,50,50,25,50,25,50,75,47.06,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""center left""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is fair in quality. There is medium out of focus in the center left. There is mild out of focus in the center.
images/53.jpg,75,75,25,75,75,100,75,100,100,100,75,50,50,75,50,75,75,73.53,[],The image is good in quality. 
images/54.jpg,75,75,50,75,50,75,75,50,100,50,75,50,75,100,75,50,75,69.12,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""top""}]",The image is good in quality. There is mild overexposure in the top.
images/55.jpg,75,75,75,50,75,100,50,50,100,50,75,50,75,75,75,75,50,69.12,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is good in quality. There is mild overexposure in the center. There is mild out of focus in the center.
images/56.jpg,25,0,25,0,25,0,0,25,25,25,25,0,0,0,25,0,0,11.76,"[{""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is bad in quality. There is medium underexposure in the entire image. There is strong noise and artifact in the entire image.
images/57.jpg,75,50,25,25,25,50,25,25,25,25,50,25,25,100,75,50,50,42.65,"[{""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is fair in quality. There is medium underexposure in the entire image. There is medium out of focus in the entire image.
images/58.jpg,0,0,0,0,25,0,0,25,0,0,0,0,25,0,0,0,0,4.41,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image. There is strong noise and artifact in the entire image.
images/59.jpg,50,50,25,50,50,50,50,50,75,50,75,50,50,50,50,50,75,52.94,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild out of focus in the entire image. There is medium noise and artifact in the entire image.
images/60.jpg,75,75,50,50,75,75,50,100,100,50,100,50,75,75,75,50,75,70.59,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is good in quality. There is mild underexposure in the entire image.
images/61.jpg,25,100,50,50,50,75,50,50,50,100,50,75,50,75,50,75,75,61.76,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image. There is medium noise and artifact in the entire image.
images/62.jpg,75,50,50,50,50,50,25,50,75,75,50,0,0,75,50,50,25,47.06,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild noise and artifact in the entire image.
images/63.jpg,0,0,25,25,0,0,0,25,0,25,25,25,25,25,25,0,25,14.71,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""motion blur"", ""position"": ""entire image""}]",The image is poor in quality. There is strong out of focus in the entire image. There is medium motion blur in the entire image.
images/64.jpg,75,75,50,50,75,100,75,75,75,50,75,25,75,100,75,75,75,70.59,[],The image is good in quality. 
images/65.jpg,25,25,25,25,0,0,25,25,25,25,25,0,25,50,25,0,25,20.59,"[{""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is poor in quality. There is strong noise and artifact in the entire image. There is medium underexposure in the entire image. There is medium out of focus in the entire image.
images/66.jpg,50,50,75,50,50,100,75,50,50,50,75,50,25,75,50,50,75,58.82,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild noise and artifact in the entire image.
images/67.jpg,25,50,25,50,75,75,50,75,100,75,75,25,25,75,50,50,100,58.82,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image. There is mild noise and artifact in the entire image.
images/68.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""strong"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image. There is strong noise and artifact in the entire image.
images/69.jpg,75,50,75,50,50,75,75,50,50,50,75,50,50,50,50,75,75,60.29,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center top""}, {""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""bottom right""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the center top. There is mild underexposure in the bottom right. There is mild noise and artifact in the entire image.
images/70.jpg,50,50,75,50,50,25,50,50,75,50,50,50,50,100,50,50,50,54.41,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""left""}]",The image is fair in quality. There is mild overexposure in the center. There is mild overexposure in the left.
images/71.jpg,75,25,50,50,50,75,75,75,75,50,75,50,50,75,50,50,100,61.76,"[{""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild noise and artifact in the entire image.
images/72.jpg,50,75,50,50,25,25,50,50,75,50,25,50,50,75,75,50,75,52.94,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center""}]",The image is fair in quality. There is mild overexposure in the center.
images/73.jpg,75,75,50,25,50,25,50,50,50,50,25,50,50,75,50,50,50,50.0,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild underexposure in the entire image. There is mild noise and artifact in the entire image.
images/74.jpg,75,75,50,50,75,100,75,50,75,75,50,25,75,75,50,75,50,64.71,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is good in quality. There is mild underexposure in the entire image.
images/75.jpg,0,25,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,5.88,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image.
images/76.jpg,75,75,75,50,50,75,75,50,75,75,75,50,75,75,25,50,50,63.24,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}]",The image is good in quality. There is mild underexposure in the entire image.
images/77.jpg,50,50,50,50,50,50,50,50,50,25,25,50,50,75,50,50,75,50.0,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image. There is mild noise and artifact in the entire image.
images/78.jpg,75,50,50,50,50,75,50,50,50,75,50,50,25,50,50,50,75,54.41,"[{""magnitude"": ""mild"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is fair in quality. There is mild underexposure in the entire image. There is mild out of focus in the center.
images/79.jpg,25,50,25,50,25,25,50,25,50,50,25,25,50,25,50,50,25,36.76,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}, {""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is poor in quality. There is mild out of focus in the center. There is mild overexposure in the entire image. There is medium noise and artifact in the entire image. There is medium out of focus in the entire image.
images/80.jpg,25,50,50,50,50,50,50,50,50,25,50,50,50,50,50,50,50,47.06,"[{""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is fair in quality. There is medium out of focus in the entire image.
images/81.jpg,75,75,50,75,50,75,50,50,100,50,75,50,75,50,75,50,75,64.71,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center top""}]",The image is good in quality. There is mild out of focus in the center top.
images/82.jpg,25,75,25,25,25,50,50,25,50,50,50,50,25,50,25,50,50,41.18,"[{""magnitude"": ""medium"", ""factor"": ""overexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium overexposure in the entire image. There is medium noise and artifact in the entire image.
images/83.jpg,25,50,50,50,50,50,25,50,75,50,25,25,50,75,50,50,0,44.12,"[{""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""mild"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium underexposure in the entire image. There is mild noise and artifact in the entire image.
images/84.jpg,50,50,25,25,25,25,50,25,25,25,50,50,50,75,25,50,25,38.24,"[{""magnitude"": ""medium"", ""factor"": ""underexposure"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""center""}]",The image is fair in quality. There is medium underexposure in the entire image. There is medium out of focus in the center.
images/85.jpg,100,75,100,50,50,100,50,25,100,75,75,75,75,75,100,75,75,75.0,[],The image is good in quality. 
images/86.jpg,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,25,25,5.88,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image.
images/87.jpg,100,75,75,50,25,50,75,50,75,50,25,75,50,75,75,75,75,63.24,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""center left""}]",The image is good in quality. There is mild overexposure in the center left.
images/88.jpg,25,50,25,75,50,75,50,50,100,50,75,50,50,50,50,75,100,58.82,"[{""magnitude"": ""mild"", ""factor"": ""overexposure"", ""position"": ""entire image""}]",The image is fair in quality. There is mild overexposure in the entire image.
images/89.jpg,25,75,25,50,50,50,25,50,75,50,25,50,50,50,50,50,75,48.53,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""entire image""}]",The image is fair in quality. There is mild out of focus in the entire image.
images/90.jpg,25,75,50,50,50,50,25,50,75,50,50,50,50,100,50,50,25,51.47,"[{""magnitude"": ""mild"", ""factor"": ""out of focus"", ""position"": ""center""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""top""}, {""magnitude"": ""medium"", ""factor"": ""out of focus"", ""position"": ""right""}]",The image is fair in quality. There is mild out of focus in the center. There is medium out of focus in the top. There is medium out of focus in the right.
images/91.jpg,0,25,25,0,0,0,25,25,0,25,0,25,0,0,25,0,25,11.76,"[{""magnitude"": ""strong"", ""factor"": ""out of focus"", ""position"": ""entire image""}, {""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is bad in quality. There is strong out of focus in the entire image. There is medium noise and artifact in the entire image.
images/92.jpg,25,50,25,25,50,25,50,50,50,25,75,50,50,75,50,75,50,47.06,"[{""magnitude"": ""medium"", ""factor"": ""noise and artifact"", ""position"": ""entire image""}]",The image is fair in quality. There is medium noise and artifact in the entire image.
